repository,file,ncloc,lines,functions,classes,statements,complexity,cognitive_complexity,duplicated_lines,duplicated_lines_density,duplicated_blocks,comment_lines,comment_lines_density,code_smells,sqale_index,sqale_debt_ratio,violations,blocker_violations,critical_violations,major_violations,minor_violations
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/PlaceholderSet.java,107,161,18,1,52,29,13,,,,8,7.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/test/java/docking/PlaceholderSetTest.java,82,128,10,3,38,13,4,,,,5,5.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/classtype/PlaceholderVirtualBaseTable.java,57,93,8,1,24,12,6,,,,4,6.6,2,4,0.2,2,,,1,1
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/classtype/PlaceholderVirtualBaseTableEntry.java,32,69,8,1,10,8,,,,,6,15.8,3,7,0.7,3,,,3,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/classtype/PlaceholderVirtualFunctionTable.java,58,94,8,1,24,11,3,,,,6,9.4,2,2,0.1,2,,,2,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/classtype/PlaceholderVirtualFunctionTableEntry.java,32,85,7,1,8,8,1,,,,18,36.0,4,11,1.1,4,,,3,
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/service/breakpoint/PlaceTargetBreakpointActionItem.java,18,39,2,1,5,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Test/IntegrationTest/src/test.slow/java/ghidra/pcode/emu/PlainPcodeEmulatorTest.java,8,26,1,1,1,1,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/structmapping/PlateComment.java,11,42,1,1,0,0,,,,,7,38.9,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/markuptype/PlateCommentMarkupType.java,94,136,8,1,32,21,9,,,,10,9.6,1,2,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/PlateFieldFactory.java,610,819,41,4,322,131,115,,,,48,7.3,12,74,0.4,12,,2,5,5
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/util/viewer/field/PlateFieldFactoryTest.java,458,640,33,1,297,59,20,42,6.6,2,23,4.8,8,57,0.4,8,,5,,3
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/util/PlateFieldLocation.java,40,106,7,1,12,8,1,,,,27,40.3,,,,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/ghidra/framework/Platform.java,116,276,10,1,45,20,15,,,,47,28.8,6,44,1.3,6,,4,1,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Playable.java,7,29,2,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Utility/src/main/java/ghidra/framework/PluggableServiceRegistry.java,29,57,2,1,13,5,3,,,,4,12.1,3,8,0.9,3,,,1,2
NationalSecurityAgency/ghidra,Ghidra/Framework/Utility/src/main/java/ghidra/framework/PluggableServiceRegistryException.java,13,32,1,1,1,1,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/Plugin.java,303,844,52,1,136,89,51,,,,347,53.4,5,55,0.6,5,,,5,
NationalSecurityAgency/ghidra,Ghidra/Extensions/BSimElasticPlugin/srcdummy/org/elasticsearch/plugins/Plugin.java,11,33,2,1,0,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PyGhidra/src/main/py/src/pyghidra/internal/plugin/plugin.py,241,351,28,4,222,57,47,,,,58,19.4,5,19,0.3,5,,,,5
NationalSecurityAgency/ghidra,GhidraBuild/EclipsePlugins/GhidraDev/GhidraDevPlugin/plugin.xml,609,612,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,GhidraBuild/EclipsePlugins/GhidraSleighEditor/ghidra.xtext.sleigh.ui/plugin.xml,558,572,,,,,,,,,11,1.9,,,,,,,,
NationalSecurityAgency/ghidra,GhidraBuild/EclipsePlugins/GhidraSleighEditor/ghidra.xtext.sleigh/plugin.xml,13,15,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/app/plugin/PluginCategoryNames.java,18,48,0,1,0,0,,,,,8,30.8,1,10,1.9,1,,1,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/PluginConfigurationModel.java,175,247,19,1,98,41,33,,,,16,8.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/util/PluginConstructionException.java,7,39,1,1,1,1,,,,,5,41.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/util/PluginDescription.java,221,392,28,1,88,47,24,,,,68,23.5,9,56,0.8,9,,,3,3
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/dialog/PluginDetailsPanel.java,216,292,6,1,125,29,42,,,,7,3.1,6,58,0.9,6,,6,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/PluginEvent.java,57,126,11,1,24,13,2,,,,22,27.8,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/util/PluginEventListener.java,5,33,1,1,0,0,,,,,3,37.5,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/util/PluginException.java,19,67,4,1,6,5,1,,,,15,44.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/PluginInfo.java,17,128,10,1,0,0,,,,,51,75.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/PluginInstaller.java,8,46,3,1,0,0,,,,,8,50.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/dialog/PluginInstallerDialog.java,174,282,13,3,92,23,16,,,,24,12.1,1,5,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/dialog/PluginInstallerTableModel.java,228,337,29,8,59,35,7,,,,21,8.4,5,11,0.2,5,,,,4
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/PluginManager.java,552,742,43,2,353,128,133,,,,63,10.2,7,61,0.4,7,,4,2,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/dialog/PluginManagerComponent.java,193,262,23,3,97,32,9,18,6.9,1,3,1.5,2,7,0.1,2,,,,2
NationalSecurityAgency/ghidra,Ghidra/Test/IntegrationTest/src/test.slow/java/ghidra/framework/plugintool/PluginManagerTest.java,210,314,17,1,115,31,17,,,,40,16.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/util/PluginPackage.java,95,148,11,1,38,17,10,,,,11,10.4,2,30,1.1,2,,,,2
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/util/PluginPackageState.java,4,22,0,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/PluginPackagingProvider.java,22,79,6,1,0,0,,,,,15,40.5,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/PluginsConfiguration.java,215,308,16,1,144,52,59,,,,23,9.7,3,32,0.5,3,,1,,2
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/util/PluginStatus.java,15,39,2,1,2,2,,,,,2,11.8,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/PluginTool.java,1000,1681,150,4,424,216,63,,,,274,21.5,21,186,0.6,21,2,1,6,8
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/PluginToolAccessUtils.java,11,49,3,1,2,4,1,,,,11,50.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/PluginToolMacAboutHandler.java,20,52,1,1,7,4,2,,,,4,16.7,2,10,1.7,2,,,2,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/PluginToolMacQuitHandler.java,20,60,1,1,10,4,2,,,,13,39.4,1,5,0.8,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Debug/ProposedUtils/src/main/java/ghidra/framework/plugintool/PluginToolUtils.java,44,101,3,1,23,11,9,,,,23,34.3,3,5,0.4,3,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/util/PluginUtils.java,107,179,6,1,46,17,26,,,,23,17.7,1,5,0.2,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/plugintool/PluginWithTransientState.java,6,52,3,1,0,0,,,,,15,71.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/slghpatexpress/PlusExpression.java,27,52,4,1,8,4,,,,,1,3.6,1,10,1.2,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/sleigh/expression/PlusExpression.java,15,44,2,1,4,2,,,,,2,11.8,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/expr/PlusExpressionSolver.java,15,39,3,1,3,3,,,,,1,6.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ios/png/PNGChunk.java,86,135,17,1,34,17,,,,,4,4.4,1,20,0.8,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/PngDataType.java,93,131,16,2,26,18,4,19,14.5,1,0,0.0,8,94,3.4,8,,,,8
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ios/png/PNGFormatException.java,11,31,3,1,2,3,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/PngResource.java,82,112,7,1,46,16,14,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/spatial/rect/Point2D.java,11,32,4,1,3,1,,,,,1,8.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer.java,10,58,3,1,1,1,,,,,15,60.0,1,2,0.7,1,,1,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer16DataType.java,15,41,2,1,3,2,,,,,1,6.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/type/Pointer16MsType.java,34,71,4,1,18,4,,,,,8,19.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer24DataType.java,15,40,2,1,3,2,,,,,1,6.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer32DataType.java,15,40,2,1,3,2,,,,,1,6.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer40DataType.java,15,40,2,1,3,2,,,,,1,6.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer48DataType.java,15,40,2,1,3,2,,,,,1,6.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer56DataType.java,15,40,2,1,3,2,,,,,1,6.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer64DataType.java,15,40,2,1,3,2,,,,,1,6.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer8DataType.java,14,39,2,1,3,2,,,,,1,6.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/compositeeditor/PointerAction.java,36,65,3,1,10,7,3,,,,3,7.7,4,8,0.7,4,,,,4
NationalSecurityAgency/ghidra,Ghidra/Features/Decompiler/src/decompile/datatests/pointercmp.xml,23,24,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/DataGraph/src/main/java/datagraph/data/graph/panel/model/column/PointerColumnRenderer.java,18,45,1,1,5,2,1,,,,1,5.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/data/PointerDataAction.java,13,35,2,1,2,2,,,,,0,0.0,1,2,0.5,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/function/PointerDataAction.java,12,34,2,1,2,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/PointerDataType.java,568,861,43,2,300,142,132,17,2.0,1,154,21.3,11,65,0.4,11,,2,1,5
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/html/PointerDataTypeHTMLRepresentation.java,92,135,6,1,54,16,14,,,,3,3.2,1,1,,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/data/PointerDB.java,397,525,42,1,177,91,71,112,21.3,6,44,10.0,5,58,0.5,5,,1,3,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/data/PointerDBAdapter.java,80,171,11,1,33,9,10,,,,38,32.2,1,5,0.2,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/data/PointerDBAdapterV0.java,63,105,10,1,20,13,3,,,,5,7.4,4,14,0.7,4,,1,2,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/data/PointerDBAdapterV1.java,64,106,10,1,21,13,3,,,,5,7.2,3,12,0.6,3,,,2,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/data/PointerDBAdapterV2.java,67,111,10,1,24,13,6,,,,9,11.8,3,12,0.6,3,,,2,1
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/type/PointerMsType.java,67,136,9,1,35,9,,,,,21,23.9,1,,,1,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/ghidra_scripts/PointerPullerScript.java,77,108,3,1,43,19,24,,,,5,6.1,4,23,1.0,4,,2,,2
NationalSecurityAgency/ghidra,Ghidra/Features/Decompiler/src/decompile/datatests/pointerrel.xml,43,51,,,,,,,,,5,10.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Decompiler/src/decompile/datatests/pointersub.xml,30,37,,,,,,,,,4,11.8,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/PointerType.java,21,70,2,1,6,4,3,,,,15,41.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/pdbapplicator/PointerTypeApplier.java,127,321,8,1,72,27,17,,,,150,54.2,9,27,0.7,9,,,5,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/PointerTypedef.java,179,291,30,1,65,44,14,45,15.5,2,48,21.1,1,5,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/PointerTypedefBuilder.java,48,155,10,1,18,11,1,,,,55,53.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/program/model/data/PointerTypedefDataTypeTest.java,232,307,11,1,151,11,,38,12.4,3,13,5.3,4,52,0.7,4,,4,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/data/PointerTypedefInspector.java,57,141,8,1,17,18,10,,,,41,41.8,2,10,0.6,2,,,,2
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/PointerTypeSettingsDefinition.java,114,169,17,1,37,24,12,25,14.8,1,9,7.3,1,,,1,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/vertex/PointInfo.java,37,65,5,1,14,7,2,,,,0,0.0,2,20,1.8,2,2,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/marker/PointMarkerSet.java,106,178,6,1,51,16,12,,,,27,20.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/PopCountOpGen.java,49,86,4,1,8,5,1,,,,8,14.0,2,10,0.7,2,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/developer_scripts/PopulateBigRepoScript.java,84,116,5,1,54,15,14,,,,1,1.2,3,40,1.6,4,,1,1,2
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger/ghidra_scripts/PopulateDemoTrace.java,369,864,8,1,185,10,3,83,9.6,4,189,33.9,20,90,0.8,20,,,5,12
NationalSecurityAgency/ghidra,Ghidra/Features/FunctionID/src/main/java/ghidra/feature/fid/plugin/PopulateFidDialog.java,266,320,17,2,166,40,22,,,,3,1.1,3,15,0.2,3,,1,1,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/PopupActionManager.java,121,168,10,1,64,33,27,,,,4,3.2,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/actions/PopupActionProvider.java,8,51,1,1,0,0,,,,,17,68.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/formats/gfilesystem/crypto/PopupGUIPasswordProvider.java,63,103,5,3,25,15,10,,,,8,11.3,,,,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/PopupKeyStorePasswordProvider.java,51,96,5,2,19,10,5,,,,7,12.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/PopupMenuContext.java,39,69,7,1,12,8,1,,,,1,2.5,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/action/PopupMenuData.java,14,37,2,1,4,3,1,,,,1,6.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/PopupMenuHandler.java,41,71,4,1,14,7,5,18,25.4,1,1,2.4,1,5,0.4,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/popup/PopupRegulator.java,131,230,11,1,65,30,16,,,,35,21.1,1,5,0.1,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/popup/PopupSource.java,12,73,6,1,0,0,,,,,20,62.5,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/PopupWindow.java,283,462,32,3,135,62,30,,,,64,18.4,3,15,0.2,3,,,3,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/shapes/PopupWindowPlacer.java,406,895,69,10,163,91,42,72,8.0,4,339,45.5,6,14,0.1,6,,,4,2
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/shapes/PopupWindowPlacerBuilder.java,134,451,14,1,62,31,27,,,,232,63.4,1,9,0.2,1,,1,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/test/java/docking/widgets/shapes/PopupWindowPlacerTest.java,537,611,47,1,325,47,1,,,,4,0.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/PortableExecutable.java,81,178,8,2,29,17,15,,,,45,35.7,9,52,2.1,9,,,3,6
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/analyzers/PortableExecutableAnalyzer.java,7,28,1,1,1,1,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/cmd/formats/PortableExecutableBinaryAnalysisCommand.java,189,248,14,1,106,32,24,25,10.1,2,4,2.1,1,5,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/ghidra_scripts/PortableExecutableRichPrintScript.java,114,184,6,1,58,19,16,,,,12,9.5,4,22,0.6,4,,,2,2
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/generic/test/category/PortSensitiveCategory.java,3,24,0,1,0,0,,,,,1,25.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/generic/Position.java,20,50,5,1,8,5,,,,,4,16.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/protorules/PositionMatchFilter.java,45,77,6,1,15,8,2,,,,4,8.2,3,52,3.9,3,1,,,2
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/stackeditor/PositiveStackEditorEnablementTest.java,248,310,9,1,145,91,70,161,51.9,22,30,10.8,15,50,0.7,15,,2,3,10
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/stackeditor/PositiveStackEditorProviderTest.java,87,115,6,1,57,6,,56,48.7,4,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Pty/src/main/java/ghidra/pty/unix/PosixC.java,101,166,14,8,11,11,,,,,9,8.2,33,176,5.8,33,,,,33
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/analysis/validator/PostAnalysisValidator.java,28,53,4,1,7,4,1,,,,0,0.0,1,2,0.2,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/PostCommentFieldFactory.java,553,710,22,2,288,135,185,17,2.4,1,52,8.6,23,272,1.6,23,,4,6,12
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/util/viewer/field/PostCommentFieldFactoryTest.java,910,1124,32,1,577,35,,422,37.5,20,78,7.9,36,531,1.9,36,,34,,2
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/util/PostCommentFieldLocation.java,14,53,2,1,2,2,,,,,11,44.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/markuptype/PostCommentMarkupType.java,73,107,6,1,22,16,5,,,,6,7.6,1,2,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/client/PostgresFunctionDatabase.java,443,635,25,1,221,66,61,,,,88,16.6,10,66,0.5,10,,1,5,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/util/bytesearch/PostRule.java,6,39,2,1,0,0,,,,,7,53.8,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTrackingBSim/src/main/java/ghidra/feature/vt/api/PotentialPair.java,37,67,8,1,12,8,,,,,6,14.0,1,15,1.4,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/main/java/ghidra/app/util/bin/format/elf/extend/PowerPC64_ElfExtension.java,532,788,24,1,284,114,122,,,,118,18.2,18,87,0.5,18,,1,10,2
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/main/java/ghidra/app/util/bin/format/elf/relocation/PowerPC64_ElfRelocationHandler.java,210,272,4,1,125,47,20,,,,20,8.7,9,65,1.0,9,,1,7,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/main/java/ghidra/app/util/bin/format/elf/relocation/PowerPC64_ElfRelocationType.java,172,196,2,1,2,2,,,,,101,37.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/app/plugin/assembler/sleigh/PowerPC64AssemblyTest.java,13,33,2,1,2,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/main/java/ghidra/app/util/bin/format/coff/relocation/PowerPC_CoffRelocationHandler.java,60,167,2,1,4,20,1,,,,30,33.3,19,41,2.3,19,,,,19
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/main/java/ghidra/app/util/bin/format/elf/extend/PowerPC_ElfExtension.java,214,327,11,1,107,40,52,,,,36,14.4,11,114,1.8,11,,,4,6
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/main/java/ghidra/app/util/bin/format/elf/relocation/PowerPC_ElfRelocationContext.java,112,166,5,1,61,21,26,,,,15,11.8,1,5,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/main/java/ghidra/app/util/bin/format/elf/relocation/PowerPC_ElfRelocationHandler.java,205,284,5,1,116,57,39,,,,26,11.3,8,53,0.9,8,,1,4,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/main/java/ghidra/app/util/bin/format/elf/relocation/PowerPC_ElfRelocationType.java,127,155,2,1,2,2,,,,,53,29.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/main/java/ghidra/app/util/bin/format/macho/relocation/PowerPC_MachoRelocationConstants.java,19,94,0,1,0,0,,,,,18,48.6,18,42,7.4,18,,,1,17
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/main/java/ghidra/app/util/bin/format/macho/relocation/PowerPC_MachoRelocationHandler.java,60,90,3,1,7,31,2,,,,18,23.1,1,5,0.3,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/main/java/ghidra/app/plugin/core/analysis/PowerPCAddressAnalyzer.java,582,755,30,2,282,166,242,76,10.1,5,57,8.9,25,281,1.6,25,,4,7,6
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/disassembler/PowerPCDisassembleAction.java,52,93,4,1,20,10,6,,,,6,10.3,,,,,,,,
